cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3162500,2,3,1404994,9832898,1,66,1,,3,1,1,1,3,,,,4,4,1,2,2,,,0,2,,,0,788,0,0,0,550130664359233,563253885846914
3162500,2,3,2333101,9838658,2,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333250,9840050,1,23,3,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,1,1,820,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332771,9841098,2,0,5,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332944,9841201,1,54,2,1,1,2,2,1,3,,,,5,8,1,1,,2,1,1200,1,12,14400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332995,9841603,2,31,1,1,1,1,2,1,3,,,,8,1,2,1,,2,1,100,1,12,1200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1513660,9842686,2,43,1,2,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1468552,9845139,1,10,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1524912,9845186,1,3,5,2,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332999,9848574,1,53,2,4,2,2,2,1,3,,,,5,5,2,1,,2,1,500,1,12,6000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1485217,9850115,2,1,5,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,100,,550130664359233,563253885846914
3162500,2,3,2333335,9850725,1,45,2,1,2,2,2,1,3,,,,5,6,2,1,,2,1,900,1,12,10800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333381,9853437,1,34,6,1,1,2,2,1,3,,,,5,7,2,1,,2,1,975,1,12,11700,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1384523,9857987,1,22,3,2,1,1,2,1,1,1,5,6,,,,1,,2,1,300,1,2,600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332968,9858239,2,30,1,1,1,1,2,1,3,,,,8,2,2,2,2,,,0,1,12,3900,155,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1523409,9860170,1,30,4,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333085,9865002,1,21,3,4,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332989,9866134,2,61,1,4,2,1,2,1,3,,,,4,4,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334375,9876600,2,2,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,150,,550130664359233,563253885846914
3162500,2,3,2333498,9891877,2,17,3,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333964,9895596,1,3,3,1,2,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1485217,9896554,2,6,3,1,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,100,,550130664359233,563253885846914
3162500,2,3,1477727,9897489,1,35,2,2,1,2,2,1,3,,,,5,8,1,1,,2,1,800,1,12,9600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333837,9897737,2,33,1,4,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332704,9899603,1,13,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,100,,550130664359233,563253885846914
3162500,2,3,2332822,9903806,2,25,1,2,2,2,2,1,1,1,13,,,,,1,,2,10,2200,1,12,26400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333101,9906696,1,7,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1426639,9909420,2,71,1,1,2,2,2,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334232,9911149,1,6,3,1,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334256,9912811,1,49,1,4,,2,2,1,3,,,,8,1,2,1,,2,1,800,1,6,4800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1518200,9914141,1,3,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1420902,9915425,2,40,1,4,1,2,2,1,3,,,,5,8,1,1,,2,1,500,1,12,6000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1504528,9915504,2,19,3,4,1,1,2,1,1,1,7,3,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334199,9917023,2,19,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,100,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333227,9919196,2,17,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,100,0,550130664359233,563253885846914
3162500,2,3,1449280,9920170,2,20,3,4,1,2,2,2,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1468638,9920795,2,22,1,1,2,2,2,1,3,,,,8,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1413917,9923219,2,67,1,1,1,2,1,1,3,,,,4,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333599,9923234,1,18,1,4,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,869,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333570,9924851,2,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1509051,9930708,1,16,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1465089,9935594,2,27,3,1,1,1,2,1,2,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332659,9938716,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,300,,550130664359233,563253885846914
3162500,2,3,1453268,9941100,2,32,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,200,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1445579,9941631,2,32,1,1,1,1,2,1,3,,,,8,1,2,1,,2,1,930,1,12,11160,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1437699,9942398,2,44,1,1,1,1,2,1,3,,,,4,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334221,9942790,2,40,1,1,1,1,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,480,0,550130664359233,563253885846914
3162500,2,3,2333937,9947795,2,9,3,3,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334367,9948728,2,19,1,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1329333,9953296,1,41,2,4,2,2,1,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1493715,9957109,2,25,1,1,1,1,2,1,3,,,,5,8,1,1,,2,1,700,1,5,3500,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332719,9958026,2,29,1,2,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332847,9959604,2,26,1,4,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332785,9965706,2,54,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333435,9966296,2,5,3,4,1,1,2,2,1,1,4,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333244,9967095,2,17,3,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333330,9968726,2,14,5,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333017,9970113,2,54,1,1,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1408176,9970433,1,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333039,9971816,2,54,1,1,2,1,2,2,3,,,,4,1,2,2,2,,,0,2,,,75,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333392,9973089,1,20,3,1,1,1,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,260,0,550130664359233,563253885846914
3162500,2,3,2332652,9974548,1,51,2,1,1,1,2,1,3,,,,4,3,2,1,,2,1,350,1,12,4200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333877,9976050,2,24,1,4,1,2,2,1,3,,,,5,5,2,1,,2,6,468,1,12,5616,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333620,9976214,1,15,3,1,1,1,2,1,1,1,5,8,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1493551,9976915,2,16,3,4,1,1,2,1,1,1,10,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333256,9978599,2,35,1,1,1,1,2,1,3,,,,13,,,2,2,,,0,1,6,9595,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334231,9979216,1,15,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333111,9981467,1,10,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334039,9982377,2,39,1,1,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1536391,9986289,2,22,1,1,2,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333855,9990226,2,18,3,4,1,1,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334142,9990236,2,57,1,4,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1342667,9991067,1,9,3,1,2,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333263,9991653,2,78,6,2,2,1,2,2,4,,,,,,,2,2,,,0,2,,,0,788,0,0,0,550130664359233,563253885846914
3162500,2,3,1518722,9994690,2,33,1,4,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332903,9998467,1,25,2,4,2,2,2,1,3,,,,5,7,2,1,,2,4,954,1,12,11278,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1418252,9998929,1,68,2,1,2,2,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333458,9998986,1,4,3,1,1,1,2,1,1,1,3,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1363165,10002975,1,9,3,1,2,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333053,10005956,2,35,1,1,2,1,2,1,3,,,,13,,,2,2,,,0,2,,,305,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1391895,10009620,2,5,3,1,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334107,10010785,2,32,1,2,1,1,2,1,3,,,,5,8,1,1,,2,4,880,1,12,10560,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333191,10013261,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334079,10021772,1,58,6,2,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,1908,0,0,0,550130664359233,563253885846914
3162500,2,3,2333736,10022230,2,2,3,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1403003,10022992,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1471513,10028211,2,71,1,1,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1476763,10028367,2,31,1,4,1,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,954,0,0,550130664359233,563253885846914
3162500,2,3,1363078,10028637,2,46,1,4,2,1,2,1,3,,,,5,6,2,2,2,,,0,2,,,300,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334249,10031490,2,58,1,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,450,0,550130664359233,563253885846914
3162500,2,3,1483760,10032975,1,7,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,187,,550130664359233,563253885846914
3162500,2,3,2333127,10037527,2,55,1,2,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,50,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334211,10038346,2,35,1,1,1,1,2,1,3,,,,8,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334360,10042611,2,55,1,1,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1410442,10046797,2,50,1,1,2,1,2,1,3,,,,12,,,1,,2,5,788,1,12,9456,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333819,10048673,1,16,3,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333347,10052251,2,2,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1426012,10053100,1,19,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,600,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1542500,10053126,2,80,1,4,2,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,724,0,0,0,550130664359233,563253885846914
3162500,2,3,2333713,10054152,1,20,3,4,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1406152,10054802,1,10,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,225,,550130664359233,563253885846914
3162500,2,3,2333743,10056179,1,44,1,4,1,2,1,1,3,,,,5,5,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1544716,10056560,2,30,1,4,1,2,2,1,3,,,,8,3,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1346332,10060388,1,34,2,1,1,2,2,1,3,,,,8,3,1,2,2,,,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334035,10062552,2,21,3,4,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333733,10063932,2,45,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333881,10064520,2,37,1,2,1,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,150,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333324,10066237,2,10,3,1,1,1,1,2,2,1,3,,,,,,,,,,,,,,954,,0,,550130664359233,563253885846914
3162500,2,3,2333298,10068660,2,24,1,4,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,400,550130664359233,563253885846914
3162500,2,3,2333959,10069249,2,9,3,1,1,2,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333663,10069762,2,36,1,4,1,1,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333252,10071039,2,24,1,1,1,2,2,1,3,,,,8,3,1,1,,2,4,990,1,7,6930,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1536779,10071775,1,18,3,1,1,1,2,1,1,1,7,3,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1343682,10072169,1,52,2,1,1,2,1,1,3,,,,4,3,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333839,10073288,1,25,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,1000,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1425872,10073302,1,7,3,4,1,2,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333935,10074306,2,39,1,1,1,1,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2334222,10076473,1,22,2,1,2,2,2,1,3,,,,8,3,1,1,,2,4,954,1,8,7632,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1421305,10076500,1,63,2,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,1230,0,0,0,550130664359233,563253885846914
3162500,2,3,2333164,10076554,2,42,1,1,1,2,2,1,3,,,,13,,,1,,2,8,1100,1,4,4400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334083,10082220,2,18,1,4,2,2,2,1,3,,,,11,,,1,,2,1,400,1,5,2000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333752,10086155,1,39,1,1,2,1,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1450861,10086425,1,1,3,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333422,10086888,2,17,3,4,2,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332735,10087432,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333172,10094406,2,45,3,1,1,1,1,2,4,,,,,,,2,2,,,0,2,,,0,788,0,0,0,550130664359233,563253885846914
3162500,2,3,2332739,10096830,1,34,3,4,1,2,1,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334133,10098048,2,10,3,4,2,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333235,10107844,2,28,1,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,150,0,550130664359233,563253885846914
3162500,2,3,2334163,10108986,1,4,3,1,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333209,10109045,2,52,6,4,1,1,2,1,3,,,,8,3,1,1,,2,8,954,1,12,11312,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332800,10109731,2,33,1,1,2,2,2,1,3,,,,8,3,1,1,,2,4,939,1,12,11268,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332847,10115928,1,28,2,4,1,2,2,1,3,,,,12,,,1,,2,1,250,1,1,250,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332809,10118093,2,1,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1452560,10118574,1,21,3,1,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1476763,10119740,2,11,3,4,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333148,10125041,2,75,1,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2332842,10126473,2,42,1,2,1,2,2,1,3,,,,5,7,2,1,,2,4,954,1,9,8586,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334159,10128303,1,29,2,1,1,2,2,1,3,,,,5,8,1,1,,2,4,985,1,9,8865,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1459320,10131347,1,11,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1545462,10131709,1,14,10,4,1,2,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333204,10133362,2,44,1,1,1,2,2,1,3,,,,5,5,2,1,,2,4,788,1,2,1576,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334022,10134072,2,20,1,2,1,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333235,10135999,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333607,10136158,2,27,1,4,1,2,2,1,3,,,,4,4,1,1,,2,4,1200,1,6,7200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1368960,10139550,2,56,1,4,1,1,2,1,3,,,,4,2,2,1,,2,4,880,1,12,10560,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333457,10147748,2,33,1,1,1,2,2,1,3,,,,8,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1534775,10148436,1,63,1,1,3,2,1,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333918,10149332,2,15,3,2,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333740,10149600,2,29,1,1,1,1,2,1,3,,,,13,,,2,2,,,0,1,6,5550,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333825,10150952,2,31,1,2,2,1,2,1,3,,,,5,6,2,1,,2,4,880,1,12,10560,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333274,10151007,2,55,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2334203,10153321,1,62,6,1,1,2,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333338,10154815,2,54,1,4,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,60,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1499568,10158305,2,51,1,2,2,1,2,1,3,,,,5,8,1,1,,2,1,320,1,12,3840,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1330527,10159611,2,69,1,4,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333383,10162392,1,57,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334172,10163281,1,24,3,1,2,1,1,2,4,,,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333250,10164464,1,51,2,1,1,1,2,1,3,,,,4,4,1,1,,2,1,788,1,10,7880,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1420650,10165803,2,34,3,2,1,2,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333664,10166471,2,21,1,4,1,2,2,1,3,,,,8,1,2,1,,2,1,100,1,12,1200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333740,10169491,1,25,2,1,2,1,2,1,1,1,13,,,,,2,2,,,1307,1,10,13070,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1476454,10170743,1,12,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1487380,10173418,2,61,1,4,2,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333894,10182074,2,4,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,150,,550130664359233,563253885846914
3162500,2,3,2333577,10184380,2,7,3,4,1,1,2,1,1,1,7,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1330215,10186669,1,52,1,1,1,1,1,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,788,550130664359233,563253885846914
3162500,2,3,2334341,10189474,2,6,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1434094,10194324,2,38,1,2,2,1,2,1,3,,,,8,4,1,1,,2,4,880,1,12,10560,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333625,10194444,2,7,3,4,1,2,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1482786,10196432,1,9,3,1,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333595,10196882,2,17,3,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333287,10199124,1,48,2,4,2,2,2,1,3,,,,5,8,1,1,,2,1,450,1,6,2700,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332820,10203546,1,58,2,1,2,2,2,1,3,,,,8,1,2,1,,2,4,1300,1,12,15600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332831,10204621,2,76,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332694,10206086,2,54,1,1,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333612,10208942,1,13,3,1,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333336,10215581,2,18,3,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332803,10218671,2,27,1,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
