cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3162500,2,3,2333920,1718246,2,12,3,4,1,1,2,1,1,1,5,8,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1407041,1720450,2,24,3,1,2,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333266,1721208,1,9,3,1,1,1,2,1,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1408176,1722601,2,23,1,4,1,2,2,1,3,,,,5,8,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333381,1726964,2,43,6,4,1,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333508,1728705,2,5,3,1,1,1,2,1,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1472804,1731164,2,0,3,4,1,1,2,2,1,1,1,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334178,1732898,2,31,1,4,1,1,2,1,3,,,,8,3,1,1,,2,4,1051,1,12,12612,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1365731,1740966,2,39,1,2,1,2,2,1,3,,,,5,7,2,1,,2,1,477,1,12,5643,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334355,1741699,2,43,1,1,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333134,1743829,1,18,3,1,2,2,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333801,1748514,1,20,1,1,2,2,2,1,1,1,13,,,,,1,,2,10,800,1,12,9600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332662,1749724,2,23,3,1,1,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334326,1750198,2,18,3,1,1,1,2,1,3,,,,8,3,1,1,,2,4,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334335,1751870,1,3,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332884,1752151,1,16,3,1,1,1,2,1,3,,,,6,9,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332780,1756296,1,4,3,4,1,1,2,1,1,1,4,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1528457,1756637,1,7,3,4,1,1,1,2,1,1,6,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1387302,1757346,2,25,3,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333476,1766364,2,36,1,2,1,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,52,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333266,1768043,2,27,1,2,2,1,2,1,3,,,,5,8,1,1,,2,1,140,1,10,1400,0,0,724,0,0,550130664359233,563253885846914
3162500,2,3,2332702,1769560,2,24,1,1,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333972,1773291,1,60,1,1,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334159,1773344,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334003,1779110,2,59,1,1,2,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333662,1780490,2,57,6,4,2,1,2,2,3,,,,4,4,1,2,2,,,0,2,,,0,880,0,0,0,550130664359233,563253885846914
3162500,2,3,2333691,1781653,1,11,3,1,2,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333154,1784337,2,15,3,4,1,2,2,1,1,1,7,3,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333504,1785263,1,21,3,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1344330,1785967,1,14,3,4,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332963,1786247,1,29,3,4,1,2,1,1,3,,,,4,4,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1427129,1786660,2,27,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1492662,1788249,2,22,2,1,2,2,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333936,1789088,1,14,3,4,2,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,60,,550130664359233,563253885846914
3162500,2,3,2332845,1790408,2,27,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332850,1791330,2,42,1,4,1,2,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333405,1791672,2,66,1,1,1,2,2,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333648,1797656,1,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1430534,1801529,1,34,3,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1385763,1803181,2,20,1,2,1,2,2,1,1,1,10,,,,,2,2,,,0,2,,,300,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334238,1807385,2,34,1,2,2,2,2,1,3,,,,5,6,2,1,,2,1,400,1,12,4800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333183,1813840,2,26,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1451859,1825251,2,26,1,1,1,1,2,1,1,1,13,,,,,1,,2,1,200,1,3,600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334062,1827400,2,51,1,1,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333655,1827442,2,19,1,4,1,1,2,1,3,,,,5,6,2,1,,2,1,120,1,12,2760,126,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334179,1832324,2,37,1,1,2,1,2,1,3,,,,8,3,1,1,,1,1,2000,1,12,24000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333820,1834124,2,40,1,1,2,1,2,2,4,,,,,,,1,,2,4,987,1,12,11844,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333455,1835324,2,33,1,1,1,2,2,1,3,,,,5,8,1,1,,2,4,481,1,6,2886,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333106,1835994,2,56,2,2,1,2,2,1,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333842,1836268,1,21,1,1,1,2,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1376708,1837858,2,17,1,4,1,1,2,1,3,,,,6,8,2,1,,2,1,100,1,10,1000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1398692,1838857,1,1,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334120,1844098,2,30,1,4,2,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333489,1846005,2,41,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1372623,1847813,2,19,5,1,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334390,1853178,2,22,1,1,1,1,2,1,3,,,,8,4,1,1,,2,1,100,1,6,4500,150,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333822,1855838,1,17,3,1,2,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1427129,1857773,2,1,3,1,1,2,1,2,4,,,,,,,,,,,,,,,,954,,0,,550130664359233,563253885846914
3162500,2,3,2333605,1859997,2,3,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1369490,1862617,2,8,3,1,1,1,2,1,1,1,4,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1452560,1862734,1,18,3,1,1,1,2,1,1,1,10,,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1359236,1865356,1,5,3,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1487410,1865846,2,32,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333592,1867602,1,37,3,1,1,2,2,1,3,,,,8,3,1,1,,2,1,200,1,12,3600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333294,1867606,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1404437,1867981,2,29,2,4,2,1,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334001,1868757,2,25,3,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1456341,1871284,2,55,1,1,2,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,80,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333471,1872106,2,60,1,1,2,1,1,1,3,,,,5,8,1,2,2,,,0,2,,,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333950,1876618,2,38,1,1,2,2,2,1,3,,,,8,3,1,1,,2,4,937,1,12,11244,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1348242,1877842,2,11,3,1,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1426351,1881433,2,21,1,4,1,1,2,1,3,,,,8,3,2,1,,2,1,100,1,12,1200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333612,1882927,2,38,1,1,1,1,2,1,3,,,,8,3,1,1,,2,1,350,1,12,4200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334188,1883119,2,9,3,1,1,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333300,1886517,1,28,3,4,1,1,2,1,3,,,,8,3,1,1,,2,4,1238,1,12,14856,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1437328,1886541,1,73,1,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1361884,1897016,2,27,1,4,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333588,1897499,2,22,1,4,1,2,2,1,3,,,,11,,,1,,2,1,500,1,4,2000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332660,1898501,1,61,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1436777,1898530,2,6,3,1,1,2,2,1,1,2,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332917,1898943,1,2,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333945,1899898,1,16,3,1,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333971,1900839,2,35,1,1,1,1,2,1,3,,,,5,6,2,1,,2,1,400,1,12,4800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332929,1904522,2,5,3,4,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333038,1904571,1,23,2,1,1,1,2,1,3,,,,8,2,2,1,,2,1,150,1,12,1800,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334098,1906041,1,20,1,4,2,1,2,1,1,1,13,,,,,2,2,,,0,2,,,0,0,0,0,500,550130664359233,563253885846914
3162500,2,3,2334185,1906209,2,52,8,2,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333458,1906233,2,41,1,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333009,1908572,1,21,1,1,2,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,497,550130664359233,563253885846914
3162500,2,3,2333948,1915659,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333480,1925151,2,44,1,1,1,2,2,1,3,,,,4,3,2,2,2,,,0,2,,,60,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332781,1928600,2,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1378015,1930510,1,37,2,4,1,2,2,1,3,,,,13,,,1,,2,4,1400,1,3,4200,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332910,1932275,2,21,1,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,250,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333397,1932981,1,14,3,2,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334394,1937678,1,30,9,1,1,2,2,1,3,,,,8,3,1,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334386,1940198,1,76,2,4,1,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,724,0,0,0,550130664359233,563253885846914
3162500,2,3,1365255,1941840,1,66,2,4,2,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,1421305,1943246,2,56,1,1,2,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,940,0,0,0,550130664359233,563253885846914
3162500,2,3,2334254,1943837,1,20,1,1,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,601,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334321,1943920,2,22,3,1,1,1,2,1,3,,,,5,8,1,1,,2,4,928,1,7,6496,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333820,1944895,2,13,3,1,1,1,2,1,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333763,1947087,2,3,3,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2333116,1949152,2,4,3,1,1,1,2,2,1,1,5,1,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334320,1949528,2,41,1,1,1,2,2,1,3,,,,4,4,1,1,,1,4,954,1,12,11448,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1390089,1954208,2,35,1,4,2,2,2,1,3,,,,8,3,1,1,,2,1,300,1,12,3600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334150,1956676,1,21,1,1,1,2,2,1,1,1,13,,,,,1,,2,1,434,1,12,5208,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1437205,1960036,2,28,3,2,1,2,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1386621,1960156,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,250,,550130664359233,563253885846914
3162500,2,3,1385208,1962758,2,26,3,4,1,2,2,2,3,,,,7,8,1,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1465459,1963531,1,73,2,4,2,2,2,1,3,,,,4,1,2,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,2333124,1964755,1,51,1,4,1,1,1,1,3,,,,5,8,1,2,1,,4,1072,1,12,12864,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1477727,1966067,1,15,3,4,1,2,2,1,1,1,4,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1526973,1966286,1,8,3,1,2,1,2,2,1,1,5,5,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334186,1966973,2,52,1,1,2,2,2,1,3,,,,8,4,1,1,,2,8,1331,1,11,14641,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333615,1969507,2,30,1,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1348765,1973571,1,50,2,4,2,1,2,1,3,,,,5,5,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333038,1975937,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1542189,1976957,1,15,3,1,1,1,2,1,1,1,5,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1510615,1980455,1,43,2,1,1,1,2,1,3,,,,4,3,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333695,1982523,1,8,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1517884,1991164,2,33,1,4,1,1,2,1,3,,,,5,7,2,2,2,,,788,1,12,9456,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333178,1991294,1,19,2,4,1,2,2,1,1,1,7,2,,,,1,,2,1,700,1,12,8460,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334084,1992090,2,47,1,1,1,2,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333020,1994074,2,43,1,2,2,1,2,1,3,,,,5,7,2,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333676,1994715,2,32,1,1,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333042,1994983,1,22,2,4,1,1,2,1,3,,,,8,1,2,1,,2,1,1038,1,12,12456,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1419207,1996340,2,25,1,3,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334301,1997370,2,62,8,4,2,1,2,1,3,,,,4,4,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1403863,1997699,1,68,6,1,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,1908,0,0,0,550130664359233,563253885846914
3162500,2,3,1465701,1998014,2,6,3,1,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334040,1999431,1,33,2,1,1,2,2,1,3,,,,8,2,2,1,,2,1,700,1,12,8400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1496657,1999649,2,61,1,4,1,2,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333014,2005156,2,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332967,2006835,1,51,2,1,2,1,2,1,3,,,,4,3,2,1,,2,1,1000,1,12,12000,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333004,2008273,2,23,1,4,1,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334097,2008873,2,7,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1434691,2010752,1,0,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334329,2012385,2,3,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1490086,2013082,1,11,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,2333312,2013696,1,5,3,4,1,1,2,1,1,1,2,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1357566,2016466,2,25,5,1,1,2,2,1,3,,,,13,,,1,,2,3,550,1,11,5500,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333278,2016571,2,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333968,2017952,2,13,3,2,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2332964,2020988,1,10,3,1,2,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334288,2022614,2,23,3,1,1,2,2,1,3,,,,8,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333605,2024288,1,36,2,4,1,2,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1384523,2030839,2,50,1,4,1,2,2,1,3,,,,4,4,1,1,,2,1,60,1,12,720,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1393173,2035132,2,22,1,2,2,2,2,1,1,1,13,,,,,2,2,,,0,2,,,400,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334388,2039570,2,49,6,4,1,1,2,1,3,,,,5,5,2,1,,2,1,200,1,12,2400,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333794,2041033,2,26,2,4,1,2,2,1,3,,,,8,3,1,1,,2,6,1027,1,12,12324,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334161,2041491,2,70,1,1,1,2,2,1,3,,,,4,1,2,2,2,,,0,2,,,200,468,0,0,0,550130664359233,563253885846914
3162500,2,3,2332728,2043251,1,10,3,4,1,1,2,1,1,1,7,1,,,,,,,,,,,,,0,,200,,550130664359233,563253885846914
3162500,2,3,1473536,2043579,1,13,3,1,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334251,2045316,2,18,8,4,2,2,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1361709,2051172,1,49,2,2,1,1,2,1,3,,,,13,,,2,2,,,0,1,1,1140,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333221,2051421,2,16,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1482233,2052072,2,23,1,4,1,1,2,1,1,1,10,,,,,1,,2,1,280,1,1,280,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333214,2052384,2,23,1,1,1,2,2,1,3,,,,5,8,1,1,,2,4,1131,1,5,5655,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333341,2052735,2,40,1,4,1,2,2,1,3,,,,5,5,2,1,,2,1,400,1,4,1600,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1459064,2055492,2,74,1,1,1,2,2,2,4,,,,,,,2,2,,,0,2,,,0,954,0,0,0,550130664359233,563253885846914
3162500,2,3,1341198,2057617,1,10,3,4,1,1,2,1,1,1,5,6,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333433,2059052,1,31,2,1,1,2,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1493551,2062141,1,11,3,1,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333880,2062149,2,65,1,4,1,1,2,1,3,,,,4,2,2,2,2,,,0,2,,,0,937,0,0,0,550130664359233,563253885846914
3162500,2,3,2333874,2068221,1,10,3,4,1,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333011,2068715,2,25,3,4,1,1,2,1,3,,,,8,1,2,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333145,2071254,2,13,3,4,1,1,2,1,1,1,5,9,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1430416,2072091,1,12,3,4,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,100,,550130664359233,563253885846914
3162500,2,3,1501699,2074272,2,7,3,4,1,1,2,1,1,1,5,3,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2334317,2075790,1,36,1,1,2,1,2,1,3,,,,8,3,1,1,,2,4,750,1,10,7500,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2334167,2078252,2,15,5,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333110,2078657,2,15,3,1,1,1,2,1,1,1,7,2,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2332993,2079699,1,22,3,1,1,2,2,1,3,,,,8,2,2,1,,2,6,1145,1,6,6870,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,1393229,2079851,2,7,3,4,1,1,2,1,1,1,5,4,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333588,2089762,2,3,3,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,2333897,2091190,1,59,2,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
3162500,2,3,2333203,2091197,2,1,5,4,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,550130664359233,563253885846914
3162500,2,3,1378821,2094293,1,16,3,1,1,1,2,1,1,1,7,1,,,,2,2,,,0,2,,,0,0,0,0,0,550130664359233,563253885846914
